leagueUuid
fd4abdd0-fd7e-11e7-a61f-c81f66cf2333
579df100-fb7a-11e7-b8c2-c81f66cf135e
fc859e60-be82-11e6-a557-c81f66cf135e
1df08540-1ce5-11e7-9773-c81f66dbb56c
680e0b90-fbdb-11e7-8200-c81f66dbb56c
5a670d30-ef1a-11e6-83fa-c81f66dbb56c
e6b1c040-fcad-11e7-979b-c81f66dbb56c
5c6e5fc0-126e-11e8-8a89-c81f66dbb56c
70533b90-e77d-11e6-93a5-c81f66dbb56c
09d159c0-fc8e-11e7-bc10-c81f66cf135e
6417ee00-fe53-11e7-9e61-c81f66cf2333
99934c20-ffaa-11e7-b72a-c81f66dbb56c
13342770-fb50-11e7-8f00-c81f66cf2333
0698da70-d89b-11e6-8784-c81f66ddaaf2
6a5edab0-ff4f-11e7-9e8c-c81f66cf135e
f6960140-dcc6-11e6-bf61-c81f66dbb56c
175dd7a0-fef8-11e7-a61f-c81f66cf2333
b1e410c0-5b04-11e7-9ed2-c81f66cf135e
88dc8710-c1a4-11e6-97fb-c81f66cf2333
6126d270-2031-11e7-8151-c81f66dbb56c
c31ac380-fd33-11e7-b72a-c81f66dbb56c
5b7e7650-12c2-11e8-9e61-c81f66cf2333
f6ec7dc0-0b16-11e8-9e8c-c81f66cf135e
7634ceb0-ffe7-11e7-a89d-c81f66cf135e
dedcee80-0f63-11e8-b4cc-c81f66cf2333
b4a7ca10-d67d-11e6-8784-c81f66ddaaf2
cdff98e0-e649-11e6-8dc4-c81f66cf135e
1be7f080-00a1-11e8-a367-c81f66dbb56c
fdeef660-f67d-11e6-bc20-c81f66dbb56c
f2e37b00-ff15-11e7-9e61-c81f66cf2333
6f1e84a0-67fc-11e7-b97a-c81f66cf135e
88a132e0-c4b1-11e6-93a5-c81f66dbb56c
673b7bf0-ddcb-11e6-a557-c81f66cf135e
c2f8d3d0-61c8-11e7-801f-c81f66cf2333
0870d670-fc2d-11e7-919f-c81f66cf2333
411b8ba0-fb4c-11e7-b8c2-c81f66cf135e
474369b0-69ef-11e7-9773-c81f66dbb56c
5bca40c1-d3bd-11e6-bc24-c81f66cf135e
7c69c360-1934-11e8-b4cc-c81f66cf2333
03bbcb70-0494-11e8-b72a-c81f66dbb56c
bfc82ee0-c85d-11e6-bff6-c81f66cf135e
