33126163,20242146,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522202230
228787257,68609124,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207415
50806900,36332160,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207416
39948063,25351822,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207416
230129784,69812962,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207417
210515892,47769618,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207417
202067227,39129642,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207417
225951327,62272395,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207418
228352349,66693727,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207419
41702868,26827792,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207420
203660671,40762410,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207420
44805687,30570431,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207421
31895285,19200806,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207421
46459742,31784839,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207422
49981240,35314336,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207422
208274350,45346044,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207423
226984457,64863860,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207423
200382230,37237115,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207423
40280598,25784584,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207425
207641590,44933886,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207426
33038712,20179045,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207426
33018215,20166563,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207428
239193229,88089550,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207428
34970683,21540884,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207429
232121453,73601265,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207430
204338989,41207323,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207430
32819877,20023748,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207430
238149736,87091977,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207431
38503217,24220845,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207432
233317314,75983403,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207432
38238903,24006342,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207434
223795526,61969003,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207434
227801284,66199516,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207435
210211285,47499748,091e46a0-fdb0-11e7-9e8c-c81f66cf135e,1522207435
